metric_val,query_id,model
0.3354552616501146,query-49,bm25+rm3
0.7724855485769739,query-50,bm25+rm3
0.7514408005787316,query-51,bm25+rm3
0.4284535278962524,query-52,bm25+rm3
0.7273089278374888,query-53,bm25+rm3
0.7533329308054582,query-54,bm25+rm3
0.3777777777777778,query-55,bm25+rm3
0.22814685314685318,query-56,bm25+rm3
0.8064516129032258,query-57,bm25+rm3
0.8322488148085575,query-58,bm25+rm3
0.314670297196893,query-59,bm25+rm3
0.6736971542718669,query-60,bm25+rm3
0.20871636103834246,query-61,bm25+rm3
0.6816575091575091,query-62,bm25+rm3
0.7867063492063492,query-63,bm25+rm3
0.3928571428571428,query-64,bm25+rm3
0.8248909550045913,query-65,bm25+rm3
0.21239236435314868,query-66,bm25+rm3
0.3526884026884027,query-67,bm25+rm3
0.7514011633022004,query-68,bm25+rm3
0.21568543633894066,query-69,bm25+rm3
0.2372113078394912,query-70,bm25+rm3
0.9501375602805497,query-71,bm25+rm3
0.7422208332937645,query-72,bm25+rm3
0.5755764995598416,query-73,bm25+rm3
0.3321035602369372,query-74,bm25+rm3
0.13212121212121214,query-75,bm25+rm3
0.7480023578966143,query-76,bm25+rm3
0.03697478991596638,query-77,bm25+rm3
0.3778032277402987,query-78,bm25+rm3
0.6888965201465203,query-79,bm25+rm3
0.4572455248230001,query-80,bm25+rm3
0.5951239669421488,query-81,bm25+rm3
0.6324042354406727,query-82,bm25+rm3
0.4404761904761904,query-83,bm25+rm3
0.9001058201058202,query-84,bm25+rm3
0.3312873803827751,query-85,bm25+rm3
0.8082200862565235,query-86,bm25+rm3
0.36856643107017917,query-87,bm25+rm3
0.5733851116204057,query-88,bm25+rm3
0.38035714285714284,query-89,bm25+rm3
0.5351541910056771,query-90,bm25+rm3
0.4148427533389658,query-91,bm25+rm3
0.30792295178941137,query-92,bm25+rm3
0.4681292266695993,query-93,bm25+rm3
0.5544136702299968,query-94,bm25+rm3
0.5937979000479001,query-95,bm25+rm3
0.1895297390987046,query-96,bm25+rm3
0.329916816780779,query-97,bm25+rm3
0.6088888888888888,query-98,bm25+rm3
0.6832068938686585,query-99,bm25+rm3
0.004132231404958678,query-0,marqo
0.5410464363767039,query-1,marqo
0.25522082232608545,query-2,marqo
0.6781170245876126,query-3,marqo
0.16932003922850605,query-4,marqo
0.4222421249201435,query-5,marqo
0.4097222222222222,query-6,marqo
0.23279141662120387,query-7,marqo
0.5975018037518037,query-8,marqo
0.0617283950617284,query-9,marqo
0.27693810375466466,query-10,marqo
0.19450418160095578,query-11,marqo
0.09848484848484848,query-12,marqo
0.6239450310038546,query-13,marqo
0.2790240115131436,query-14,marqo
0.6342592592592592,query-15,marqo
1.0,query-16,marqo
0.47777777777777775,query-17,marqo
0.44421700909505785,query-18,marqo
0.6473404056117306,query-19,marqo
0.7131054131054131,query-20,marqo
0.5213573479817959,query-21,marqo
0.7383221583652616,query-22,marqo
0.8421278451642823,query-23,marqo
0.8177917620137299,query-24,marqo
0.37229379137591695,query-25,marqo
0.5696715603237343,query-26,marqo
0.41234148698687706,query-27,marqo
0.7834215784215783,query-28,marqo
0.32838840850349804,query-29,marqo
0.5706613756613755,query-30,marqo
0.3749903306442843,query-31,marqo
0.49415771506615913,query-32,marqo
0.48907715682338193,query-33,marqo
0.46588731157230195,query-34,marqo
0.47268001821020394,query-35,marqo
0.3174825174825175,query-36,marqo
0.23999770131629888,query-37,marqo
0.02631578947368421,query-38,marqo
0.483673469387755,query-39,marqo
0.7881580518247185,query-40,marqo
0.895483193277311,query-41,marqo
0.6640918724831972,query-42,marqo
0.46998677248677256,query-43,marqo
0.38636363636363635,query-44,marqo
0.1975,query-45,marqo
0.46243095528809824,query-46,marqo
0.40998282762988647,query-47,marqo
0.7503664349995546,query-48,marqo
0.5936688213658323,query-49,marqo
0.726969107094666,query-50,marqo
0.5224660906726124,query-51,marqo
0.39042493904562875,query-52,marqo
0.1957653829780267,query-53,marqo
0.6631069784915938,query-54,marqo
0.7472222222222222,query-55,marqo
0.726923076923077,query-56,marqo
0.5814814814814814,query-57,marqo
0.2203752093922328,query-58,marqo
0.14995201620643472,query-59,marqo
0.619932250491693,query-60,marqo
0.6669973544973544,query-61,marqo
0.3900595238095238,query-62,marqo
0.45314153439153443,query-63,marqo
0.3945519265885398,query-64,marqo
0.44073480512099433,query-65,marqo
0.2924159174159174,query-66,marqo
0.4352413019079686,query-67,marqo
0.48298544480870564,query-68,marqo
0.19302711018958157,query-69,marqo
0.4006349206349207,query-70,marqo
0.7860220862441707,query-71,marqo
0.37581986447910026,query-72,marqo
0.8269997859283575,query-73,marqo
0.549908424908425,query-74,marqo
0.6364285714285715,query-75,marqo
0.4444878757954795,query-76,marqo
0.5159695083707242,query-77,marqo
0.14044002282128087,query-78,marqo
0.3649994580701102,query-79,marqo
0.45320039315939153,query-80,marqo
0.2850462755635169,query-81,marqo
0.6915910035590886,query-82,marqo
0.42857142857142855,query-83,marqo
0.6100572818219877,query-84,marqo
0.5171595749045231,query-85,marqo
0.769155469498719,query-86,marqo
0.4890598158921484,query-87,marqo
0.7142203107224923,query-88,marqo
0.41230369807497463,query-89,marqo
0.804728835978836,query-90,marqo
0.3196875927951156,query-91,marqo
0.19880385487528346,query-92,marqo
0.20013577008650904,query-93,marqo
0.4940176070428171,query-94,marqo
0.3795865185539099,query-95,marqo
0.09742063492063491,query-96,marqo
0.3321011636978023,query-97,marqo
0.3715667311411992,query-98,marqo
0.4972105351362317,query-99,marqo
0.6331406487155151,query-0,bm25+rm3+t5
0.42549086597163516,query-1,bm25+rm3+t5
0.6407878671036565,query-2,bm25+rm3+t5
0.7159554334554332,query-3,bm25+rm3+t5
0.4422489965968227,query-4,bm25+rm3+t5
0.5410329002024504,query-5,bm25+rm3+t5
0.5503046336379669,query-6,bm25+rm3+t5
0.4586834733893557,query-7,bm25+rm3+t5
0.5031249999999999,query-8,bm25+rm3+t5
0.1111111111111111,query-9,bm25+rm3+t5
0.4848376642811739,query-10,bm25+rm3+t5
0.3611607142857143,query-11,bm25+rm3+t5
0.3369078485388645,query-12,bm25+rm3+t5
0.8910714285714286,query-13,bm25+rm3+t5
0.8378276827057316,query-14,bm25+rm3+t5
0.8972222222222221,query-15,bm25+rm3+t5
0.9087301587301587,query-16,bm25+rm3+t5
0.90079883805374,query-17,bm25+rm3+t5
0.47348212284387403,query-18,bm25+rm3+t5
0.3617893217893218,query-19,bm25+rm3+t5
0.6917989417989419,query-20,bm25+rm3+t5
0.7287477954144621,query-21,bm25+rm3+t5
0.7547061734561735,query-22,bm25+rm3+t5
0.8051384737619556,query-23,bm25+rm3+t5
0.9472222222222222,query-24,bm25+rm3+t5
0.3333333333333333,query-25,bm25+rm3+t5
0.8909920634920635,query-26,bm25+rm3+t5
0.3157451683036478,query-27,bm25+rm3+t5
1.0,query-28,bm25+rm3+t5
0.33473389355742295,query-29,bm25+rm3+t5
0.40315315315315314,query-30,bm25+rm3+t5
0.40705221160698635,query-31,bm25+rm3+t5
0.6149816402171789,query-32,bm25+rm3+t5
0.6672485500610501,query-33,bm25+rm3+t5
0.6875115973234254,query-34,bm25+rm3+t5
0.7551579484028333,query-35,bm25+rm3+t5
0.660313216195569,query-36,bm25+rm3+t5
0.5137896825396825,query-37,bm25+rm3+t5
0.6167099437398049,query-38,bm25+rm3+t5
0.6309665532879818,query-39,bm25+rm3+t5
0.880071301247772,query-40,bm25+rm3+t5
0.9945054945054945,query-41,bm25+rm3+t5
0.7862794569215351,query-42,bm25+rm3+t5
0.8683790545203589,query-43,bm25+rm3+t5
0.22071099190664406,query-44,bm25+rm3+t5
0.22994791666666664,query-45,bm25+rm3+t5
0.8467813051146383,query-46,bm25+rm3+t5
0.7975083294602011,query-47,bm25+rm3+t5
0.40519131507800143,query-48,bm25+rm3+t5
0.4264880952380952,query-49,bm25+rm3+t5
0.8372134673605262,query-50,bm25+rm3+t5
0.9373737373737374,query-51,bm25+rm3+t5
0.38728547438224853,query-52,bm25+rm3+t5
0.7373668720701295,query-53,bm25+rm3+t5
0.882304447689063,query-54,bm25+rm3+t5
0.5136904761904763,query-55,bm25+rm3+t5
0.5277777777777777,query-56,bm25+rm3+t5
0.7839970296110645,query-57,bm25+rm3+t5
0.8992889785652944,query-58,bm25+rm3+t5
0.576343923534326,query-59,bm25+rm3+t5
0.649023162227467,query-60,bm25+rm3+t5
0.5648148148148148,query-61,bm25+rm3+t5
0.4482897606349618,query-62,bm25+rm3+t5
0.8722222222222222,query-63,bm25+rm3+t5
0.6666666666666666,query-64,bm25+rm3+t5
0.8801587301587301,query-65,bm25+rm3+t5
0.1548941798941799,query-66,bm25+rm3+t5
0.6076617826617827,query-67,bm25+rm3+t5
0.7333403437132427,query-68,bm25+rm3+t5
0.44577340324032194,query-69,bm25+rm3+t5
0.613035113035113,query-70,bm25+rm3+t5
0.9469176643488195,query-71,bm25+rm3+t5
0.8669405594405595,query-72,bm25+rm3+t5
0.952949629735344,query-73,bm25+rm3+t5
0.4315958529774319,query-74,bm25+rm3+t5
0.36666666666666664,query-75,bm25+rm3+t5
0.7049640972772613,query-76,bm25+rm3+t5
0.39285714285714285,query-77,bm25+rm3+t5
0.3184224615772235,query-78,bm25+rm3+t5
0.7291666666666666,query-79,bm25+rm3+t5
0.6577917163675677,query-80,bm25+rm3+t5
0.5234848484848484,query-81,bm25+rm3+t5
0.7732741617357003,query-82,bm25+rm3+t5
0.4349206349206349,query-83,bm25+rm3+t5
0.7990186519133887,query-84,bm25+rm3+t5
0.46381063789152027,query-85,bm25+rm3+t5
0.7245666200515699,query-86,bm25+rm3+t5
0.4683316683316684,query-87,bm25+rm3+t5
0.6357468984403969,query-88,bm25+rm3+t5
0.4958333333333333,query-89,bm25+rm3+t5
0.5836272244878139,query-90,bm25+rm3+t5
0.6131677799324858,query-91,bm25+rm3+t5
0.40277050991336705,query-92,bm25+rm3+t5
0.5217490842490843,query-93,bm25+rm3+t5
0.43388714981760085,query-94,bm25+rm3+t5
0.6337355733697198,query-95,bm25+rm3+t5
0.2950935154423526,query-96,bm25+rm3+t5
0.32968207611064754,query-97,bm25+rm3+t5
0.6099567099567099,query-98,bm25+rm3+t5
0.8257575757575757,query-99,bm25+rm3+t5
0.521989571693129,query-0,ance+t5
0.36204729818090137,query-1,ance+t5
0.36950129334030263,query-2,ance+t5
0.4781684981684981,query-3,ance+t5
0.07532180879257341,query-4,ance+t5
0.6313725490196078,query-5,ance+t5
0.2222222222222222,query-6,ance+t5
0.5428571428571428,query-7,ance+t5
0.22857142857142856,query-8,ance+t5
0.3259259259259259,query-9,ance+t5
0.2906263091746963,query-10,ance+t5
0.5589943910256411,query-11,ance+t5
0.029758472676020244,query-12,ance+t5
0.7333333333333333,query-13,ance+t5
0.48034188034188036,query-14,ance+t5
0.7305555555555555,query-15,ance+t5
0.836734693877551,query-16,ance+t5
0.7998575498575499,query-17,ance+t5
0.26165712649923173,query-18,ance+t5
0.34133986928104576,query-19,ance+t5
0.6738095238095239,query-20,ance+t5
0.6639329805996472,query-21,ance+t5
0.6744164332399626,query-22,ance+t5
0.8641303141303142,query-23,ance+t5
0.71875,query-24,ance+t5
0.5129870129870129,query-25,ance+t5
0.7028870639164757,query-26,ance+t5
0.20409557762498942,query-27,ance+t5
0.89,query-28,ance+t5
0.5986193969530338,query-29,ance+t5
0.1712937062937063,query-30,ance+t5
0.36459657598101536,query-31,ance+t5
0.4370105384811267,query-32,ance+t5
0.4091666666666667,query-33,ance+t5
0.6453780000331725,query-34,ance+t5
0.5507887865646486,query-35,ance+t5
0.5669421487603306,query-36,ance+t5
0.36138054653679647,query-37,ance+t5
0.4892266316414923,query-38,ance+t5
0.7695028780743067,query-39,ance+t5
0.6446153846153847,query-40,ance+t5
0.9171597633136095,query-41,ance+t5
0.6598467708761826,query-42,ance+t5
0.6439393939393939,query-43,ance+t5
0.2319393569393569,query-44,ance+t5
0.22023809523809523,query-45,ance+t5
0.6529822029822029,query-46,ance+t5
0.34545454545454546,query-47,ance+t5
0.39799201161946257,query-48,ance+t5
0.4039434523809523,query-49,ance+t5
0.6861235215401882,query-50,ance+t5
0.8004365079365078,query-51,ance+t5
0.3291125541125541,query-52,ance+t5
0.3125,query-53,ance+t5
0.46153846153846156,query-54,ance+t5
0.5,query-55,ance+t5
0.75,query-56,ance+t5
0.4444444444444444,query-57,ance+t5
0.5239763708513709,query-58,ance+t5
0.3336380612851201,query-59,ance+t5
0.3194444444444444,query-60,ance+t5
0.15,query-61,ance+t5
0.5288744588744587,query-62,ance+t5
0.863131313131313,query-63,ance+t5
0.611111111111111,query-64,ance+t5
0.6721056721056722,query-65,ance+t5
0.16666666666666666,query-66,ance+t5
0.4662698412698412,query-67,ance+t5
0.4547619047619048,query-68,ance+t5
0.41450371894189314,query-69,ance+t5
0.7676545676545676,query-70,ance+t5
0.5313484030589294,query-71,ance+t5
0.4583333333333333,query-72,ance+t5
0.7857142857142857,query-73,ance+t5
0.16700680272108842,query-74,ance+t5
0.46124070224070224,query-75,ance+t5
0.4644117300310212,query-76,ance+t5
0.4675736961451246,query-77,ance+t5
0.12229437229437229,query-78,ance+t5
0.7207274955436719,query-79,ance+t5
0.607569348688908,query-80,ance+t5
0.3328837828837829,query-81,ance+t5
0.7569024992101916,query-82,ance+t5
0.23809523809523808,query-83,ance+t5
0.6797859547859547,query-84,ance+t5
0.5846478174603175,query-85,ance+t5
0.7312333217310593,query-86,ance+t5
0.4874715757388391,query-87,ance+t5
0.33485335310594827,query-88,ance+t5
0.46333333333333326,query-89,ance+t5
0.5952509791795506,query-90,ance+t5
0.8708843731617011,query-91,ance+t5
0.4546323074684419,query-92,ance+t5
0.4738851095993953,query-93,ance+t5
0.3125703752133958,query-94,ance+t5
0.6051666666666666,query-95,ance+t5
0.3288345410628019,query-96,ance+t5
0.09999999999999999,query-97,ance+t5
0.5857142857142856,query-98,ance+t5
0.5158730158730158,query-99,ance+t5
0.4721218071379906,query-0,ance
0.2877988104138297,query-1,ance
0.24318351160456425,query-2,ance
0.42186868686868695,query-3,ance
0.22648753263119986,query-4,ance
0.4469502292486707,query-5,ance
0.13455988455988455,query-6,ance
0.5238095238095238,query-7,ance
0.28125,query-8,ance
0.12248234856930508,query-9,ance
0.2660621536722141,query-10,ance
0.377469743447187,query-11,ance
0.18096179183135702,query-12,ance
0.5182852534713895,query-13,ance
0.2045124809830692,query-14,ance
0.6085858585858586,query-15,ance
0.5952380952380951,query-16,ance
0.5504736004736005,query-17,ance
0.19679357581266382,query-18,ance
0.23157796451914098,query-19,ance
0.7221686647715567,query-20,ance
0.5454946288279622,query-21,ance
0.7002094356261023,query-22,ance
0.7593975468975468,query-23,ance
0.518452380952381,query-24,ance
0.5793650793650794,query-25,ance
0.7680952380952382,query-26,ance
0.14275539275539276,query-27,ance
0.42907499842042085,query-28,ance
0.5643198270893905,query-29,ance
0.24055555555555555,query-30,ance
0.30115336686002164,query-31,ance
0.2938576149659364,query-32,ance
0.44146825396825395,query-33,ance
0.5711841389784135,query-34,ance
0.5283577893967505,query-35,ance
0.5466089466089467,query-36,ance
0.27906236275801494,query-37,ance
0.33198055768937307,query-38,ance
0.6192261904761904,query-39,ance
0.5353907203907203,query-40,ance
0.866849816849817,query-41,ance
0.5039447731755423,query-42,ance
0.4667587381002016,query-43,ance
0.31927083333333334,query-44,ance
0.2589285714285714,query-45,ance
0.6038800705467371,query-46,ance
0.24875124875124877,query-47,ance
0.3211288510762527,query-48,ance
0.3631613756613757,query-49,ance
0.6714927048260381,query-50,ance
0.6656397304622003,query-51,ance
0.27030774249673767,query-52,ance
0.1136803011803012,query-53,ance
0.4065934065934066,query-54,ance
0.5587606837606838,query-55,ance
0.525,query-56,ance
0.30158730158730157,query-57,ance
0.45292103729603733,query-58,ance
0.33027114647804295,query-59,ance
0.13049543049543047,query-60,ance
0.03819444444444444,query-61,ance
0.630989010989011,query-62,ance
0.7551587301587301,query-63,ance
0.30423850574712646,query-64,ance
0.4971229919505781,query-65,ance
0.16666666666666666,query-66,ance
0.4021164021164021,query-67,ance
0.3740196078431372,query-68,ance
0.42628317896303103,query-69,ance
0.6055371772108525,query-70,ance
0.26236217084196833,query-71,ance
0.1845389990126832,query-72,ance
0.6933281004709576,query-73,ance
0.2202380952380952,query-74,ance
0.7834920634920636,query-75,ance
0.2856635783850439,query-76,ance
0.15232994679999287,query-77,ance
0.11729196729196728,query-78,ance
0.4677275849150848,query-79,ance
0.6767948104820414,query-80,ance
0.4588744588744589,query-81,ance
0.5118926452479472,query-82,ance
0.18367346938775508,query-83,ance
0.5946949639054904,query-84,ance
0.5742647058823529,query-85,ance
0.717099792099792,query-86,ance
0.4554794971559637,query-87,ance
0.3740463458110516,query-88,ance
0.35297619047619044,query-89,ance
0.6761767201984592,query-90,ance
0.778837606494598,query-91,ance
0.5351473922902494,query-92,ance
0.38953544061302675,query-93,ance
0.16966733724573443,query-94,ance
0.42547837003422123,query-95,ance
0.34231691919191914,query-96,ance
0.11904761904761904,query-97,ance
0.5119047619047619,query-98,ance
0.21946186768168188,query-99,ance
0.47294247641841225,query-0,TCT-ColBERTv2+t5
0.37656573203727295,query-1,TCT-ColBERTv2+t5
0.5071903242955874,query-2,TCT-ColBERTv2+t5
0.5468181818181819,query-3,TCT-ColBERTv2+t5
0.22166854884246184,query-4,TCT-ColBERTv2+t5
0.5773790566831354,query-5,TCT-ColBERTv2+t5
0.4350970017636684,query-6,TCT-ColBERTv2+t5
0.4404761904761904,query-7,TCT-ColBERTv2+t5
0.4070707070707071,query-8,TCT-ColBERTv2+t5
0.39335232668566,query-9,TCT-ColBERTv2+t5
0.22337969740166036,query-10,TCT-ColBERTv2+t5
0.4625,query-11,TCT-ColBERTv2+t5
0.32395382395382394,query-12,TCT-ColBERTv2+t5
0.6606060606060605,query-13,TCT-ColBERTv2+t5
0.7291774891774893,query-14,TCT-ColBERTv2+t5
0.7305555555555555,query-15,TCT-ColBERTv2+t5
0.8976190476190476,query-16,TCT-ColBERTv2+t5
0.8419753086419752,query-17,TCT-ColBERTv2+t5
0.4584518576661434,query-18,TCT-ColBERTv2+t5
0.441649002761057,query-19,TCT-ColBERTv2+t5
0.7472222222222222,query-20,TCT-ColBERTv2+t5
0.8085457752124419,query-21,TCT-ColBERTv2+t5
0.7715318178553473,query-22,TCT-ColBERTv2+t5
0.8862609612609612,query-23,TCT-ColBERTv2+t5
0.8375,query-24,TCT-ColBERTv2+t5
0.7907407407407407,query-25,TCT-ColBERTv2+t5
0.7350641025641027,query-26,TCT-ColBERTv2+t5
0.29536850281123306,query-27,TCT-ColBERTv2+t5
0.9909090909090909,query-28,TCT-ColBERTv2+t5
0.7212985399836612,query-29,TCT-ColBERTv2+t5
0.22919277764707868,query-30,TCT-ColBERTv2+t5
0.3612836438923396,query-31,TCT-ColBERTv2+t5
0.5227297273236083,query-32,TCT-ColBERTv2+t5
0.5296052631578947,query-33,TCT-ColBERTv2+t5
0.6370689033189032,query-34,TCT-ColBERTv2+t5
0.4773532023532024,query-35,TCT-ColBERTv2+t5
0.5447086247086247,query-36,TCT-ColBERTv2+t5
0.40560793695468617,query-37,TCT-ColBERTv2+t5
0.42105263157894735,query-38,TCT-ColBERTv2+t5
0.5876623376623377,query-39,TCT-ColBERTv2+t5
0.775050505050505,query-40,TCT-ColBERTv2+t5
0.9171597633136095,query-41,TCT-ColBERTv2+t5
0.8640113657081983,query-42,TCT-ColBERTv2+t5
0.8004171754171754,query-43,TCT-ColBERTv2+t5
0.33685146123226617,query-44,TCT-ColBERTv2+t5
0.2803571428571428,query-45,TCT-ColBERTv2+t5
0.6757742257742257,query-46,TCT-ColBERTv2+t5
0.6530455655455655,query-47,TCT-ColBERTv2+t5
0.378926783221172,query-48,TCT-ColBERTv2+t5
0.3079004329004329,query-49,TCT-ColBERTv2+t5
0.904976057292991,query-50,TCT-ColBERTv2+t5
0.8773595848595848,query-51,TCT-ColBERTv2+t5
0.4205251270468662,query-52,TCT-ColBERTv2+t5
0.5513471614469511,query-53,TCT-ColBERTv2+t5
0.5384615384615384,query-54,TCT-ColBERTv2+t5
0.6491344676828548,query-55,TCT-ColBERTv2+t5
0.6041666666666666,query-56,TCT-ColBERTv2+t5
0.5555555555555556,query-57,TCT-ColBERTv2+t5
0.6483091561216562,query-58,TCT-ColBERTv2+t5
0.3510750360750361,query-59,TCT-ColBERTv2+t5
0.5928206069499975,query-60,TCT-ColBERTv2+t5
0.6164983164983165,query-61,TCT-ColBERTv2+t5
0.4625595238095238,query-62,TCT-ColBERTv2+t5
0.863131313131313,query-63,TCT-ColBERTv2+t5
0.8333333333333334,query-64,TCT-ColBERTv2+t5
0.7522727272727273,query-65,TCT-ColBERTv2+t5
0.16757730573520047,query-66,TCT-ColBERTv2+t5
0.6657407407407407,query-67,TCT-ColBERTv2+t5
0.5121212121212121,query-68,TCT-ColBERTv2+t5
0.4265550841637798,query-69,TCT-ColBERTv2+t5
0.811050061050061,query-70,TCT-ColBERTv2+t5
0.9024837812233933,query-71,TCT-ColBERTv2+t5
0.8343667443667443,query-72,TCT-ColBERTv2+t5
0.8571428571428571,query-73,TCT-ColBERTv2+t5
0.29074675324675325,query-74,TCT-ColBERTv2+t5
0.3442170342261087,query-75,TCT-ColBERTv2+t5
0.472334160761681,query-76,TCT-ColBERTv2+t5
0.44112554112554114,query-77,TCT-ColBERTv2+t5
0.3469396759051932,query-78,TCT-ColBERTv2+t5
0.7692460317460318,query-79,TCT-ColBERTv2+t5
0.6477499759620502,query-80,TCT-ColBERTv2+t5
0.3852813852813853,query-81,TCT-ColBERTv2+t5
0.7457838742454128,query-82,TCT-ColBERTv2+t5
0.2857142857142857,query-83,TCT-ColBERTv2+t5
